player_lower,RimMade,RimMiss,RimAst,MidMade,MidMiss,MidAst,ThreeMade,ThreeMiss,ThreeAst,DunkMade,DunkMiss,DunkAst,Player,Team,Role,YR,ND_RimMade,ND_RimMiss,ND_RimAtt,NonDunk_Rim%,NonDunk_Assisted%,RimAtt,Total_Rim%,Total_Assisted_Rim%,Mid_Att,Mid_FG%,Mid_Assisted%,TwoPt_Att,TwoPt_FG%,TwoPt_Assisted%,Three_Att,Three_FG%,Three_Assisted%,Total_Assisted%,Total_Att,Rim_Freq,Mid_Freq,Three_Freq,TwoPt_Freq,DunkAtt,Dunk_Freq,Dunk_FG%,First_Season,Last_Season
reid cason,10,6,7,2,3,1,1,3,1,1,0,1,Reid Cason,East Carolina,F,So,9,6,15,0.6,0.6666666666666666,16,0.625,0.7,5,0.4,0.5,21,0.5714285714285714,0.6666666666666666,4,0.25,1.0,0.6923076923076923,25,0.64,0.2,0.16,0.84,1,0.04,1.0,2026,2026
rhyjon blackwell,7,9,3,7,10,3,10,18,9,0,0,0,Rhyjon Blackwell,Marist,G,Sr,7,9,16,0.4375,0.42857142857142855,16,0.4375,0.42857142857142855,17,0.4117647058823529,0.42857142857142855,33,0.42424242424242425,0.42857142857142855,28,0.35714285714285715,0.9,0.625,61,0.26229508196721313,0.2786885245901639,0.45901639344262296,0.5409836065573771,0,0.0,,2026,2026
rich rolf,14,3,3,0,2,0,13,17,12,2,0,1,Rich Rolf,Youngstown St.,G,Jr,12,3,15,0.8,0.16666666666666666,17,0.8235294117647058,0.21428571428571427,2,0.0,,19,0.7368421052631579,0.21428571428571427,30,0.43333333333333335,0.9230769230769231,0.5555555555555556,49,0.3469387755102041,0.04081632653061224,0.6122448979591837,0.3877551020408163,2,0.04081632653061224,1.0,2026,2026
richard nweke,4,3,2,0,0,0,0,0,0,0,0,0,Richard Nweke,Columbia,C,Jr,4,3,7,0.5714285714285714,0.5,7,0.5714285714285714,0.5,0,,,7,0.5714285714285714,0.5,0,,,0.5,7,1.0,0.0,0.0,1.0,0,0.0,,2026,2026
richie saunders,20,11,5,3,4,0,16,25,16,2,1,1,Richie Saunders,BYU,G,Sr,18,10,28,0.6428571428571429,0.2222222222222222,31,0.6451612903225806,0.25,7,0.42857142857142855,0.0,38,0.6052631578947368,0.21739130434782608,41,0.3902439024390244,1.0,0.5384615384615384,79,0.3924050632911392,0.08860759493670886,0.5189873417721519,0.4810126582278481,3,0.0379746835443038,0.6666666666666666,2026,2026
rick issanza,12,4,10,1,2,0,0,1,0,10,2,10,Rick Issanza,Loyola Marymount,C,Sr,2,2,4,0.5,0.0,16,0.75,0.8333333333333334,3,0.3333333333333333,0.0,19,0.6842105263157895,0.7692307692307693,1,0.0,,0.7692307692307693,20,0.8,0.15,0.05,0.95,12,0.6,0.8333333333333334,2026,2026
rickey ballard,5,1,4,1,0,0,4,3,4,1,0,1,Rickey Ballard,Grambling St.,G,Sr,4,1,5,0.8,0.75,6,0.8333333333333334,0.8,1,1.0,0.0,7,0.8571428571428571,0.6666666666666666,7,0.5714285714285714,1.0,0.8,14,0.42857142857142855,0.07142857142857142,0.5,0.5,1,0.07142857142857142,1.0,2026,2026
rienk mast,22,6,11,7,14,4,16,17,16,0,0,0,Rienk Mast,Nebraska,F,Sr,22,6,28,0.7857142857142857,0.5,28,0.7857142857142857,0.5,21,0.3333333333333333,0.5714285714285714,49,0.5918367346938775,0.5172413793103449,33,0.48484848484848486,1.0,0.6888888888888889,82,0.34146341463414637,0.25609756097560976,0.4024390243902439,0.5975609756097561,0,0.0,,2026,2026
rikus schulte,15,10,11,0,4,0,0,2,0,2,0,2,Rikus Schulte,Fordham,C,Jr,13,10,23,0.5652173913043478,0.6923076923076923,25,0.6,0.7333333333333333,4,0.0,,29,0.5172413793103449,0.7333333333333333,2,0.0,,0.7333333333333333,31,0.8064516129032258,0.12903225806451613,0.06451612903225806,0.9354838709677419,2,0.06451612903225806,1.0,2026,2026
riley allenspach,15,7,11,5,5,2,3,10,3,5,0,5,Riley Allenspach,George Mason,F,Jr,10,7,17,0.5882352941176471,0.6,22,0.6818181818181818,0.7333333333333333,10,0.5,0.4,32,0.625,0.65,13,0.23076923076923078,1.0,0.6956521739130435,45,0.4888888888888889,0.2222222222222222,0.28888888888888886,0.7111111111111111,5,0.1111111111111111,1.0,2026,2026
riley fox,10,6,4,8,8,3,13,12,13,1,0,1,Riley Fox,Yale,G,So,9,6,15,0.6,0.3333333333333333,16,0.625,0.4,16,0.5,0.375,32,0.5625,0.3888888888888889,25,0.52,1.0,0.6451612903225806,57,0.2807017543859649,0.2807017543859649,0.43859649122807015,0.5614035087719298,1,0.017543859649122806,1.0,2026,2026
riley kugel,22,17,13,4,15,0,20,17,17,2,0,2,Riley Kugel,UCF,G,Sr,20,17,37,0.5405405405405406,0.55,39,0.5641025641025641,0.5909090909090909,19,0.21052631578947367,0.0,58,0.4482758620689655,0.5,37,0.5405405405405406,0.85,0.6521739130434783,95,0.4105263157894737,0.2,0.3894736842105263,0.6105263157894737,2,0.021052631578947368,1.0,2026,2026
ring malith,16,3,6,10,16,2,8,19,8,2,0,2,Ring Malith,SIU Edwardsville,F,Sr,14,3,17,0.8235294117647058,0.2857142857142857,19,0.8421052631578947,0.375,26,0.38461538461538464,0.2,45,0.5777777777777777,0.3076923076923077,27,0.2962962962962963,1.0,0.47058823529411764,72,0.2638888888888889,0.3611111111111111,0.375,0.625,2,0.027777777777777776,1.0,2026,2026
rj godfrey,24,7,16,7,4,1,0,2,0,8,0,8,RJ Godfrey,Clemson,C,Sr,16,7,23,0.6956521739130435,0.5,31,0.7741935483870968,0.6666666666666666,11,0.6363636363636364,0.14285714285714285,42,0.7380952380952381,0.5483870967741935,2,0.0,,0.5483870967741935,44,0.7045454545454546,0.25,0.045454545454545456,0.9545454545454546,8,0.18181818181818182,1.0,2026,2026
rj keene,4,3,1,0,2,0,3,6,3,0,0,0,RJ Keene,Boise St.,F,Sr,4,3,7,0.5714285714285714,0.25,7,0.5714285714285714,0.25,2,0.0,,9,0.4444444444444444,0.25,9,0.3333333333333333,1.0,0.5714285714285714,18,0.3888888888888889,0.1111111111111111,0.5,0.5,0,0.0,,2026,2026
rob martin,17,9,0,11,17,2,5,15,5,0,0,0,Rob Martin,High Point,G,Sr,17,9,26,0.6538461538461539,0.0,26,0.6538461538461539,0.0,28,0.39285714285714285,0.18181818181818182,54,0.5185185185185185,0.07142857142857142,20,0.25,1.0,0.21212121212121213,74,0.35135135135135137,0.3783783783783784,0.2702702702702703,0.7297297297297297,0,0.0,,2026,2026
robbie avila,11,9,2,0,1,0,15,12,14,0,0,0,Robbie Avila,Saint Louis,F,Jr,11,9,20,0.55,0.18181818181818182,20,0.55,0.18181818181818182,1,0.0,,21,0.5238095238095238,0.18181818181818182,27,0.5555555555555556,0.9333333333333333,0.6153846153846154,48,0.4166666666666667,0.020833333333333332,0.5625,0.4375,0,0.0,,2026,2026
robert jennings,3,4,2,0,0,0,1,1,1,1,0,1,Robert Jennings,Oklahoma St.,F,Sr,2,4,6,0.3333333333333333,0.5,7,0.42857142857142855,0.6666666666666666,0,,,7,0.42857142857142855,0.6666666666666666,2,0.5,1.0,0.75,9,0.7777777777777778,0.0,0.2222222222222222,0.7777777777777778,1,0.1111111111111111,1.0,2026,2026
robert mccray v,22,17,2,1,6,0,8,16,6,3,2,1,Robert McCray V,Florida St.,G,Sr,19,15,34,0.5588235294117647,0.05263157894736842,39,0.5641025641025641,0.09090909090909091,7,0.14285714285714285,0.0,46,0.5,0.08695652173913043,24,0.3333333333333333,0.75,0.25806451612903225,70,0.5571428571428572,0.1,0.34285714285714286,0.6571428571428571,5,0.07142857142857142,0.6,2026,2026
robert miller iii,7,4,6,0,0,0,0,1,0,3,1,3,Robert Miller III,LSU,C,So,4,3,7,0.5714285714285714,0.75,11,0.6363636363636364,0.8571428571428571,0,,,11,0.6363636363636364,0.8571428571428571,1,0.0,,0.8571428571428571,12,0.9166666666666666,0.0,0.08333333333333333,0.9166666666666666,4,0.3333333333333333,0.75,2026,2026
robert vaihola,7,3,7,0,0,0,0,0,0,0,0,0,Robert Vaihola,Minnesota,C,Sr,7,3,10,0.7,1.0,10,0.7,1.0,0,,,10,0.7,1.0,0,,,1.0,10,1.0,0.0,0.0,1.0,0,0.0,,2026,2026
robert wright iii,15,17,1,12,12,1,10,14,5,0,0,0,Robert Wright III,BYU,G,So,15,17,32,0.46875,0.06666666666666667,32,0.46875,0.06666666666666667,24,0.5,0.08333333333333333,56,0.48214285714285715,0.07407407407407407,24,0.4166666666666667,0.5,0.1891891891891892,80,0.4,0.3,0.3,0.7,0,0.0,,2026,2026
roddie anderson iii,14,9,10,1,17,0,10,22,7,2,0,2,Roddie Anderson III,Xavier,G,Sr,12,9,21,0.5714285714285714,0.6666666666666666,23,0.6086956521739131,0.7142857142857143,18,0.05555555555555555,0.0,41,0.36585365853658536,0.6666666666666666,32,0.3125,0.7,0.68,73,0.3150684931506849,0.2465753424657534,0.4383561643835616,0.5616438356164384,2,0.0273972602739726,1.0,2026,2026
roddy gayle jr.,18,11,6,5,3,2,5,8,5,2,0,1,Roddy Gayle Jr.,Michigan,G,Sr,16,11,27,0.5925925925925926,0.3125,29,0.6206896551724138,0.3333333333333333,8,0.625,0.4,37,0.6216216216216216,0.34782608695652173,13,0.38461538461538464,1.0,0.4642857142857143,50,0.58,0.16,0.26,0.74,2,0.04,1.0,2026,2026
rodney brown jr.,3,7,1,8,4,1,20,30,14,1,0,1,Rodney Brown Jr.,Loyola Marymount,G,Jr,2,7,9,0.2222222222222222,0.0,10,0.3,0.3333333333333333,12,0.6666666666666666,0.125,22,0.5,0.18181818181818182,50,0.4,0.7,0.5161290322580645,72,0.1388888888888889,0.16666666666666666,0.6944444444444444,0.3055555555555556,1,0.013888888888888888,1.0,2026,2026
rodney rice,11,11,4,13,21,4,15,24,7,0,0,0,Rodney Rice,USC,G,Jr,11,11,22,0.5,0.36363636363636365,22,0.5,0.36363636363636365,34,0.38235294117647056,0.3076923076923077,56,0.42857142857142855,0.3333333333333333,39,0.38461538461538464,0.4666666666666667,0.38461538461538464,95,0.23157894736842105,0.35789473684210527,0.4105263157894737,0.5894736842105263,0,0.0,,2026,2026
romad dean,5,0,4,0,0,0,6,9,6,3,0,2,Romad Dean,Tulsa,F,Sr,2,0,2,1.0,1.0,5,1.0,0.8,0,,,5,1.0,0.8,15,0.4,1.0,0.9090909090909091,20,0.25,0.0,0.75,0.25,3,0.15,1.0,2026,2026
roman domon,13,5,4,5,2,2,7,19,7,2,0,1,Roman Domon,Murray St.,F,Fr,11,5,16,0.6875,0.2727272727272727,18,0.7222222222222222,0.3076923076923077,7,0.7142857142857143,0.4,25,0.72,0.3333333333333333,26,0.2692307692307692,1.0,0.52,51,0.35294117647058826,0.13725490196078433,0.5098039215686274,0.49019607843137253,2,0.0392156862745098,1.0,2026,2026
roman siulepa,22,12,9,0,2,0,3,9,3,6,2,4,Roman Siulepa,Pittsburgh,G,Fr,16,10,26,0.6153846153846154,0.3125,34,0.6470588235294118,0.4090909090909091,2,0.0,,36,0.6111111111111112,0.4090909090909091,12,0.25,1.0,0.48,48,0.7083333333333334,0.041666666666666664,0.25,0.75,8,0.16666666666666666,0.75,2026,2026
ronald jessamy,16,7,6,8,12,5,2,2,2,4,0,4,Ronald Jessamy,Cal St. Bakersfield,F,Jr,12,7,19,0.631578947368421,0.16666666666666666,23,0.6956521739130435,0.375,20,0.4,0.625,43,0.5581395348837209,0.4583333333333333,4,0.5,1.0,0.5,47,0.48936170212765956,0.425531914893617,0.0851063829787234,0.9148936170212766,4,0.0851063829787234,1.0,2026,2026
roor akhuar,2,0,1,0,1,0,2,3,2,1,0,1,Roor Akhuar,Fordham,F,Fr,1,0,1,1.0,0.0,2,1.0,0.5,1,0.0,,3,0.6666666666666666,0.5,5,0.4,1.0,0.75,8,0.25,0.125,0.625,0.375,1,0.125,1.0,2026,2026
ross candelino,8,7,3,1,1,0,13,22,12,0,0,0,Ross Candelino,Lipscomb,G,Sr,8,7,15,0.5333333333333333,0.375,15,0.5333333333333333,0.375,2,0.5,0.0,17,0.5294117647058824,0.3333333333333333,35,0.37142857142857144,0.9230769230769231,0.6818181818181818,52,0.28846153846153844,0.038461538461538464,0.6730769230769231,0.3269230769230769,0,0.0,,2026,2026
rowan brumbaugh,15,11,1,2,13,1,16,21,12,0,0,0,Rowan Brumbaugh,Tulane,G,Jr,15,11,26,0.5769230769230769,0.06666666666666667,26,0.5769230769230769,0.06666666666666667,15,0.13333333333333333,0.5,41,0.4146341463414634,0.11764705882352941,37,0.43243243243243246,0.75,0.42424242424242425,78,0.3333333333333333,0.19230769230769232,0.47435897435897434,0.5256410256410257,0,0.0,,2026,2026
royal blue smith,7,2,1,0,2,0,7,13,6,0,1,0,Royal Blue Smith,Arkansas St.,G,Fr,7,1,8,0.875,0.14285714285714285,9,0.7777777777777778,0.14285714285714285,2,0.0,,11,0.6363636363636364,0.14285714285714285,20,0.35,0.8571428571428571,0.5,31,0.2903225806451613,0.06451612903225806,0.6451612903225806,0.3548387096774194,1,0.03225806451612903,0.0,2026,2026
royce parham,13,10,5,4,5,3,7,19,5,2,1,1,Royce Parham,Marquette,F,So,11,9,20,0.55,0.36363636363636365,23,0.5652173913043478,0.38461538461538464,9,0.4444444444444444,0.75,32,0.53125,0.47058823529411764,26,0.2692307692307692,0.7142857142857143,0.5416666666666666,58,0.39655172413793105,0.15517241379310345,0.4482758620689655,0.5517241379310345,3,0.05172413793103448,0.6666666666666666,2026,2026
ruben dominguez,1,1,0,2,0,1,26,29,26,0,0,0,Ruben Dominguez,Texas A&M,G,So,1,1,2,0.5,0.0,2,0.5,0.0,2,1.0,0.5,4,0.75,0.3333333333333333,55,0.4727272727272727,1.0,0.9310344827586207,59,0.03389830508474576,0.03389830508474576,0.9322033898305084,0.06779661016949153,0,0.0,,2026,2026
rubén prey,6,3,3,3,3,2,4,4,4,2,0,1,Rubén Prey,St. John's,F,So,4,3,7,0.5714285714285714,0.5,9,0.6666666666666666,0.5,6,0.5,0.6666666666666666,15,0.6,0.5555555555555556,8,0.5,1.0,0.6923076923076923,23,0.391304347826087,0.2608695652173913,0.34782608695652173,0.6521739130434783,2,0.08695652173913043,1.0,2026,2026
rueben chinyelu,27,13,16,5,9,1,0,0,0,11,1,10,Rueben Chinyelu,Florida,C,Jr,16,12,28,0.5714285714285714,0.375,40,0.675,0.5925925925925926,14,0.35714285714285715,0.2,54,0.5925925925925926,0.53125,0,,,0.53125,54,0.7407407407407407,0.25925925925925924,0.0,1.0,12,0.2222222222222222,0.9166666666666666,2026,2026
ryan abelman,4,7,0,5,8,1,13,21,11,0,0,0,Ryan Abelman,Northern Arizona,G,Jr,4,7,11,0.36363636363636365,0.0,11,0.36363636363636365,0.0,13,0.38461538461538464,0.2,24,0.375,0.1111111111111111,34,0.38235294117647056,0.8461538461538461,0.5454545454545454,58,0.1896551724137931,0.22413793103448276,0.5862068965517241,0.41379310344827586,0,0.0,,2026,2026
ryan beasley,10,5,3,8,8,1,12,23,6,0,0,0,Ryan Beasley,San Francisco,G,Jr,10,5,15,0.6666666666666666,0.3,15,0.6666666666666666,0.3,16,0.5,0.125,31,0.5806451612903226,0.2222222222222222,35,0.34285714285714286,0.5,0.3333333333333333,66,0.22727272727272727,0.24242424242424243,0.5303030303030303,0.4696969696969697,0,0.0,,2026,2026
ryan conwell,10,7,4,2,5,0,28,34,26,0,0,0,Ryan Conwell,Louisville,G,Sr,10,7,17,0.5882352941176471,0.4,17,0.5882352941176471,0.4,7,0.2857142857142857,0.0,24,0.5,0.3333333333333333,62,0.45161290322580644,0.9285714285714286,0.75,86,0.19767441860465115,0.08139534883720931,0.7209302325581395,0.27906976744186046,0,0.0,,2026,2026
ryan crotty,3,1,0,0,1,0,6,15,6,0,0,0,Ryan Crotty,Oklahoma St.,F,Fr,3,1,4,0.75,0.0,4,0.75,0.0,1,0.0,,5,0.6,0.0,21,0.2857142857142857,1.0,0.6666666666666666,26,0.15384615384615385,0.038461538461538464,0.8076923076923077,0.19230769230769232,0,0.0,,2026,2026
"ryan jackson, jr.",16,6,13,0,0,0,1,3,1,2,0,1,"Ryan Jackson, Jr.",William & Mary,F,So,14,6,20,0.7,0.8571428571428571,22,0.7272727272727273,0.8125,0,,,22,0.7272727272727273,0.8125,4,0.25,1.0,0.8235294117647058,26,0.8461538461538461,0.0,0.15384615384615385,0.8461538461538461,2,0.07692307692307693,1.0,2026,2026
ryan kalambay,2,1,0,1,2,1,0,0,0,0,0,0,Ryan Kalambay,Detroit Mercy,C,So,2,1,3,0.6666666666666666,0.0,3,0.6666666666666666,0.0,3,0.3333333333333333,1.0,6,0.5,0.3333333333333333,0,,,0.3333333333333333,6,0.5,0.5,0.0,1.0,0,0.0,,2026,2026
ryan mela,24,16,4,5,4,0,3,15,3,0,0,0,Ryan Mela,Providence,G,So,24,16,40,0.6,0.16666666666666666,40,0.6,0.16666666666666666,9,0.5555555555555556,0.0,49,0.5918367346938775,0.13793103448275862,18,0.16666666666666666,1.0,0.21875,67,0.5970149253731343,0.13432835820895522,0.26865671641791045,0.7313432835820896,0,0.0,,2026,2026
ryan prather jr.,7,7,3,7,10,2,12,27,12,0,0,0,Ryan Prather Jr.,Robert Morris,G,Jr,7,7,14,0.5,0.42857142857142855,14,0.5,0.42857142857142855,17,0.4117647058823529,0.2857142857142857,31,0.45161290322580644,0.35714285714285715,39,0.3076923076923077,1.0,0.6538461538461539,70,0.2,0.24285714285714285,0.5571428571428572,0.44285714285714284,0,0.0,,2026,2026
ryder frost,2,0,1,1,0,1,7,13,7,0,0,0,Ryder Frost,Notre Dame,F,Fr,2,0,2,1.0,0.5,2,1.0,0.5,1,1.0,1.0,3,1.0,0.6666666666666666,20,0.35,1.0,0.9,23,0.08695652173913043,0.043478260869565216,0.8695652173913043,0.13043478260869565,0,0.0,,2026,2026
rylan griffen,8,1,3,2,1,0,12,18,11,0,0,0,Rylan Griffen,Texas A&M,G,Sr,8,1,9,0.8888888888888888,0.375,9,0.8888888888888888,0.375,3,0.6666666666666666,0.0,12,0.8333333333333334,0.3,30,0.4,0.9166666666666666,0.6363636363636364,42,0.21428571428571427,0.07142857142857142,0.7142857142857143,0.2857142857142857,0,0.0,,2026,2026
rytis petraitis,11,5,8,1,2,0,2,3,2,1,0,1,Rytis Petraitis,California,F,Sr,10,5,15,0.6666666666666666,0.7,16,0.6875,0.7272727272727273,3,0.3333333333333333,0.0,19,0.631578947368421,0.6666666666666666,5,0.4,1.0,0.7142857142857143,24,0.6666666666666666,0.125,0.20833333333333334,0.7916666666666666,1,0.041666666666666664,1.0,2026,2026
saba gigiberia,4,1,3,3,0,0,0,0,0,2,0,2,Saba Gigiberia,San Francisco,F,Sr,2,1,3,0.6666666666666666,0.5,5,0.8,0.75,3,1.0,0.0,8,0.875,0.42857142857142855,0,,,0.42857142857142855,8,0.625,0.375,0.0,1.0,2,0.25,1.0,2026,2026
sadiku ibine ayo,7,3,6,0,1,0,2,6,2,1,0,1,Sadiku Ibine Ayo,St. John's,G,Sr,6,3,9,0.6666666666666666,0.8333333333333334,10,0.7,0.8571428571428571,1,0.0,,11,0.6363636363636364,0.8571428571428571,8,0.25,1.0,0.8888888888888888,19,0.5263157894736842,0.05263157894736842,0.42105263157894735,0.5789473684210527,1,0.05263157894736842,1.0,2026,2026
sadiq white jr.,18,6,15,4,5,1,1,5,1,9,2,9,Sadiq White Jr.,Syracuse,F,Fr,9,4,13,0.6923076923076923,0.6666666666666666,24,0.75,0.8333333333333334,9,0.4444444444444444,0.25,33,0.6666666666666666,0.7272727272727273,6,0.16666666666666666,1.0,0.7391304347826086,39,0.6153846153846154,0.23076923076923078,0.15384615384615385,0.8461538461538461,11,0.28205128205128205,0.8181818181818182,2026,2026
salih altuntas,5,3,3,3,1,3,0,0,0,0,0,0,Salih Altuntas,Miami FL,C,Fr,5,3,8,0.625,0.6,8,0.625,0.6,4,0.75,1.0,12,0.6666666666666666,0.75,0,,,0.75,12,0.6666666666666666,0.3333333333333333,0.0,1.0,0,0.0,,2026,2026
sam alexis,17,4,13,1,2,1,1,1,1,12,0,10,Sam Alexis,Indiana,C,Sr,5,4,9,0.5555555555555556,0.6,21,0.8095238095238095,0.7647058823529411,3,0.3333333333333333,1.0,24,0.75,0.7777777777777778,2,0.5,1.0,0.7894736842105263,26,0.8076923076923077,0.11538461538461539,0.07692307692307693,0.9230769230769231,12,0.46153846153846156,1.0,2026,2026
sam hoiberg,15,5,5,0,2,0,4,7,4,0,0,0,Sam Hoiberg,Nebraska,G,Sr,15,5,20,0.75,0.3333333333333333,20,0.75,0.3333333333333333,2,0.0,,22,0.6818181818181818,0.3333333333333333,11,0.36363636363636365,1.0,0.47368421052631576,33,0.6060606060606061,0.06060606060606061,0.3333333333333333,0.6666666666666666,0,0.0,,2026,2026
sam lewis,8,3,2,2,3,0,9,13,7,1,0,1,Sam Lewis,Virginia,F,Jr,7,3,10,0.7,0.14285714285714285,11,0.7272727272727273,0.25,5,0.4,0.0,16,0.625,0.2,22,0.4090909090909091,0.7777777777777778,0.47368421052631576,38,0.2894736842105263,0.13157894736842105,0.5789473684210527,0.42105263157894735,1,0.02631578947368421,1.0,2026,2026
sam orme,22,10,14,0,0,0,13,18,13,9,0,8,Sam Orme,Belmont,F,So,13,10,23,0.5652173913043478,0.46153846153846156,32,0.6875,0.6363636363636364,0,,,32,0.6875,0.6363636363636364,31,0.41935483870967744,1.0,0.7714285714285715,63,0.5079365079365079,0.0,0.49206349206349204,0.5079365079365079,9,0.14285714285714285,1.0,2026,2026
sam silverstein,10,4,2,1,2,0,0,5,0,1,0,1,Sam Silverstein,Illinois Chicago,G,Sr,9,4,13,0.6923076923076923,0.1111111111111111,14,0.7142857142857143,0.2,3,0.3333333333333333,0.0,17,0.6470588235294118,0.18181818181818182,5,0.0,,0.18181818181818182,22,0.6363636363636364,0.13636363636363635,0.22727272727272727,0.7727272727272727,1,0.045454545454545456,1.0,2026,2026
sam smith,5,4,4,6,3,6,2,4,2,2,0,2,Sam Smith,Wagner,F,Sr,3,4,7,0.42857142857142855,0.6666666666666666,9,0.5555555555555556,0.8,9,0.6666666666666666,1.0,18,0.6111111111111112,0.9090909090909091,6,0.3333333333333333,1.0,0.9230769230769231,24,0.375,0.375,0.25,0.75,2,0.08333333333333333,1.0,2026,2026
sam wright,20,5,11,9,5,3,6,16,6,0,0,0,Sam Wright,Colgate,F,Jr,20,5,25,0.8,0.55,25,0.8,0.55,14,0.6428571428571429,0.3333333333333333,39,0.7435897435897436,0.4827586206896552,22,0.2727272727272727,1.0,0.5714285714285714,61,0.4098360655737705,0.22950819672131148,0.36065573770491804,0.639344262295082,0,0.0,,2026,2026
samet yigitoglu,24,11,19,7,13,6,0,0,0,19,3,16,Samet Yigitoglu,SMU,C,So,5,8,13,0.38461538461538464,0.6,35,0.6857142857142857,0.7916666666666666,20,0.35,0.8571428571428571,55,0.5636363636363636,0.8064516129032258,0,,,0.8064516129032258,55,0.6363636363636364,0.36363636363636365,0.0,1.0,22,0.4,0.8636363636363636,2026,2026
sami pissis,5,8,0,7,7,0,4,7,3,0,0,0,Sami Pissis,Alabama A&M,G,Sr,5,8,13,0.38461538461538464,0.0,13,0.38461538461538464,0.0,14,0.5,0.0,27,0.4444444444444444,0.0,11,0.36363636363636365,0.75,0.1875,38,0.34210526315789475,0.3684210526315789,0.2894736842105263,0.7105263157894737,0,0.0,,2026,2026
samson aletan,22,4,15,2,8,2,0,0,0,9,0,8,Samson Aletan,Yale,C,Jr,13,4,17,0.7647058823529411,0.5384615384615384,26,0.8461538461538461,0.6818181818181818,10,0.2,1.0,36,0.6666666666666666,0.7083333333333334,0,,,0.7083333333333334,36,0.7222222222222222,0.2777777777777778,0.0,1.0,9,0.25,1.0,2026,2026
samson reilly,1,1,1,1,1,0,13,5,10,0,0,0,Samson Reilly,Quinnipiac,G,Fr,1,1,2,0.5,1.0,2,0.5,1.0,2,0.5,0.0,4,0.5,0.5,18,0.7222222222222222,0.7692307692307693,0.7333333333333333,22,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.18181818181818182,0,0.0,,2026,2026
sananda fru,23,7,20,2,1,2,1,1,1,14,1,14,Sananda Fru,Louisville,C,Jr,9,6,15,0.6,0.6666666666666666,30,0.7666666666666667,0.8695652173913043,3,0.6666666666666666,1.0,33,0.7575757575757576,0.88,2,0.5,1.0,0.8846153846153846,35,0.8571428571428571,0.08571428571428572,0.05714285714285714,0.9428571428571428,15,0.42857142857142855,0.9333333333333333,2026,2026
santiago trouet,14,9,6,7,12,1,1,11,1,1,1,1,Santiago Trouet,Arizona St.,F,So,13,8,21,0.6190476190476191,0.38461538461538464,23,0.6086956521739131,0.42857142857142855,19,0.3684210526315789,0.14285714285714285,42,0.5,0.3333333333333333,12,0.08333333333333333,1.0,0.36363636363636365,54,0.42592592592592593,0.35185185185185186,0.2222222222222222,0.7777777777777778,2,0.037037037037037035,0.5,2026,2026
scooter williams jr.,7,6,2,6,5,1,3,11,1,1,0,0,Scooter Williams Jr.,Louisiana Tech,F,Sr,6,6,12,0.5,0.3333333333333333,13,0.5384615384615384,0.2857142857142857,11,0.5454545454545454,0.16666666666666666,24,0.5416666666666666,0.23076923076923078,14,0.21428571428571427,0.3333333333333333,0.25,38,0.34210526315789475,0.2894736842105263,0.3684210526315789,0.631578947368421,1,0.02631578947368421,1.0,2026,2026
sean craig,25,10,14,5,8,2,8,10,8,0,0,0,Sean Craig,Toledo,F,Jr,25,10,35,0.7142857142857143,0.56,35,0.7142857142857143,0.56,13,0.38461538461538464,0.4,48,0.625,0.5333333333333333,18,0.4444444444444444,1.0,0.631578947368421,66,0.5303030303030303,0.19696969696969696,0.2727272727272727,0.7272727272727273,0,0.0,,2026,2026
sean logan,4,3,2,2,3,0,0,0,0,0,0,0,Sean Logan,Davidson,C,Sr,4,3,7,0.5714285714285714,0.5,7,0.5714285714285714,0.5,5,0.4,0.0,12,0.5,0.3333333333333333,0,,,0.3333333333333333,12,0.5833333333333334,0.4166666666666667,0.0,1.0,0,0.0,,2026,2026
sean smith,5,4,1,16,17,5,2,5,1,0,0,0,Sean Smith,Middle Tennessee,G,Sr,5,4,9,0.5555555555555556,0.2,9,0.5555555555555556,0.2,33,0.48484848484848486,0.3125,42,0.5,0.2857142857142857,7,0.2857142857142857,0.5,0.30434782608695654,49,0.1836734693877551,0.673469387755102,0.14285714285714285,0.8571428571428571,0,0.0,,2026,2026
sebastian akins,9,8,0,7,6,0,4,10,1,1,0,0,Sebastian Akins,Wake Forest,G,So,8,8,16,0.5,0.0,17,0.5294117647058824,0.0,13,0.5384615384615384,0.0,30,0.5333333333333333,0.0,14,0.2857142857142857,0.25,0.05,44,0.38636363636363635,0.29545454545454547,0.3181818181818182,0.6818181818181818,1,0.022727272727272728,1.0,2026,2026
sebastian hartmann,3,3,2,1,0,0,5,5,4,1,0,0,Sebastian Hartmann,Chattanooga,F,Jr,2,3,5,0.4,1.0,6,0.5,0.6666666666666666,1,1.0,0.0,7,0.5714285714285714,0.5,10,0.5,0.8,0.6666666666666666,17,0.35294117647058826,0.058823529411764705,0.5882352941176471,0.4117647058823529,1,0.058823529411764705,1.0,2026,2026
sebastian rancik,7,6,2,4,11,1,9,14,8,1,0,1,Sebastian Rancik,Colorado,F,So,6,6,12,0.5,0.16666666666666666,13,0.5384615384615384,0.2857142857142857,15,0.26666666666666666,0.25,28,0.39285714285714285,0.2727272727272727,23,0.391304347826087,0.8888888888888888,0.55,51,0.2549019607843137,0.29411764705882354,0.45098039215686275,0.5490196078431373,1,0.0196078431372549,1.0,2026,2026
