YR,Height,Player,Team,Conf,GP,Position,Min%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORtg,D-Rtg,Usg,eFG,TS,OR,DR,Ast,TO,A/TO,Blk,Stl,FTR,FC/40,Rim%,FT%,2PT%,3PR,3P/100,3PT%
Jr,6-11,Xavier Booker,UCLA,B10,12,C,56.5,2.8,2.5,7.6,4.6,3,128.9,100.6,17.4,64.2,65.8,9,14.6,10.9,13.7,1.5,8.4,0.7,23,3.5,0.806,0.765,0.617,18.9,3,0.5
So,6-3,Gerard O'Keefe,Columbia,Ivy,10,G,54.2,2.8,1.8,3.2,4.1,-0.9,141.1,108.8,15.5,64.7,65.6,2.2,8,13.4,8.7,3.6,0,0.8,8.8,0.9,0.636,0.833,0.645,54.4,10,0.432
Sr,6-4,A.J. Staton-McCray,Seton Hall,BE,12,G,64.8,2.8,4,8.3,4.4,4,119.7,88.8,22.3,52.8,57.2,1.9,15.7,12.9,9.4,1.8,2.6,4.6,26.4,3.2,0.605,0.879,0.508,48,11.4,0.367
Sr,6-4,Lance Waddles,Nebraska Omaha,Sum,10,G,80.5,2.8,2,3.4,4.8,-1.4,111.2,114.5,24.3,60.6,60.2,3.3,16.7,18.3,16.8,1.3,0,2.1,18.1,2.9,0.6,0.522,0.561,55.1,12.4,0.429
Jr,6-3,Randall Pettus II,Elon,CAA,11,G,69.6,2.8,1.8,3.5,4.1,-0.6,120.5,114.6,20.6,59.5,62.6,4.4,9.8,6.9,17.1,0.7,2.9,3.1,24.3,2.8,0.625,0.852,0.553,65.8,13.5,0.411
Sr,6-8,Colin Smith,UC Santa Barbara,BW,10,F,73.3,2.8,1.8,1.7,3.6,-1.9,121,115.4,19.1,55.3,60.9,4.6,11.5,8.8,13.8,0.9,0.8,1.8,43.5,2.9,0.571,0.838,0.436,54.1,9.3,0.435
Jr,6-3,Luke Almodovar,Southeast Missouri S,OVC,10,G,68.3,2.8,1.9,2.5,4.1,-1.6,114.5,112.8,23.4,55.7,57.7,2.4,14.2,3.8,9.3,0.6,0.4,1.6,26.8,3.7,0.595,0.697,0.574,56.1,13.6,0.362
Sr,6-5,Denzel Aberdeen,Kentucky,SEC,12,G,64.9,2.8,3.4,5.6,3.4,2.2,115.7,94.7,21.5,51.8,54.9,3.6,10.6,20.6,13.5,2.4,0.7,2.4,28.2,2.1,0.667,0.742,0.537,39.1,7.8,0.326
Fr,6-4,Nick Janowski,St. Thomas,Sum,12,G,77.5,2.8,2.6,1.8,3.4,-1.6,115.5,109.1,22.6,59.4,60.8,2.8,15,11.8,9.5,1.7,0.3,1.7,31.6,1.4,0.772,0.667,0.657,47.4,9.7,0.349
Jr,7-1,Andrew McKeever,Saint Mary's,WCC,11,C,66.7,2.8,3.9,5.6,3.2,2.4,116.2,90.5,21.5,56.1,57.4,20.3,23.4,11.5,18.6,0.9,5,0.8,37.8,3.5,0.704,0.613,0.561,0,0,0
Sr,6-2,Donovan Dent,UCLA,B10,11,G,76,2.8,3.7,2.2,1.7,0.5,103.4,100.6,27.3,40.9,45.9,1.4,7.6,37,16,2.8,2.1,2.9,49.6,1.1,0.583,0.635,0.445,13.4,2.8,0.118
So,6-1,Elliot Cadeau,Michigan,B10,10,G,59.2,2.8,3.7,6.5,3.6,2.8,115.6,87.5,23,56.5,57,1.6,11,36.8,23.1,2.5,0.4,2,22.1,3.5,0.577,0.588,0.5,53.2,9.1,0.415
Sr,6-8,LJ Wells,Northern Kentucky,Horz,11,C,78.4,2.8,2.8,2.1,1.8,0.3,124,106.9,19,58.4,61.7,11.5,18.8,12.8,15.5,1.1,4.5,2.8,41.1,3.9,0.735,0.744,0.623,18.9,2.9,0.278
Sr,6-7,Blair Thompson,Columbia,Ivy,10,G,72.5,2.8,3.2,4.6,3.1,1.6,130.8,100.8,15.3,59.5,58.9,5.8,15.9,10,7.9,2.1,1.4,2.4,29.1,2.5,0.559,0.522,0.5,49.4,7.9,0.462
Sr,6-6,Johan Nziemi,Longwood,BSth,10,G,55.5,2.8,1.9,3.9,4.2,-0.3,123.7,112.3,21.5,51.5,62.6,9.1,19.1,14.6,13.6,1.1,1.4,2.7,110.6,2.8,0.577,0.795,0.544,13.6,1.9,0.222
Sr,6-5,Elijah Lewis,Marist,MAAC,10,G,76.4,2.8,3.5,2.7,1.8,0.9,120.8,99.8,19.6,55.4,60.3,5.3,12,11.1,10.7,1.8,0.8,1.7,40.9,2.4,0.722,0.816,0.587,19.4,3.4,0.278
So,6-10,Damon Wilkinson,South Dakota St.,Sum,11,C,52.5,2.8,2,2.8,2.8,0,116.8,105.7,27.4,58.8,63,10.8,20.8,10.5,15.7,0.6,3.5,1,58.8,6.1,0.642,0.74,0.595,1.2,0.3,0
Sr,6-7,Alden Applewhite,Georgia Southern,SB,13,G,71.4,2.8,1.9,2.5,3.5,-1.1,122,113.3,19.5,53.3,59.3,5.2,16.1,11,10.4,1.6,0,2.2,66,2.7,0.556,0.743,0.544,46.2,7.1,0.347
So,6-9,Dovydas Butka,Campbell,CAA,9,F,88.8,2.8,2.5,1.8,3.1,-1.2,107.4,112.8,22.5,55.9,55.7,8.9,15.6,11.3,15,1,0.9,1.2,66.3,2.1,0.62,0.522,0.591,12.9,2.2,0.231
Sr,6-6,Chaze Harris,South Alabama,SB,12,G,77.4,2.8,2.5,1.2,1.5,-0.4,102.6,109.4,35.5,51,53.2,5.2,12.2,38.4,18.3,1.5,1.3,2.8,56.7,3.5,0.565,0.584,0.537,5.1,1.3,0
Sr,6-9,Sam Alexis,Indiana,B10,12,C,49.8,2.8,2.9,8.2,4.1,4,135.7,91.1,17.5,69.4,72.3,12.4,17.6,12.7,16.3,1.4,5.5,0.9,53.7,4.4,0.75,0.793,0.706,5.6,0.7,0.333
Sr,6-10,John Hugley IV,Duquesne,A10,9,F,58.2,2.8,1.9,2.4,3.7,-1.3,114.9,112,27,60.5,65.2,7.9,16.3,17.2,21.1,0.8,1,0.5,58.1,3.6,0.689,0.78,0.672,25.6,5,0.273
So,6-3,AJ Bates,Louisiana Tech,CUSA,8,G,74.8,2.8,2.6,3.4,3.4,0,113.3,107.4,25,51.1,54.4,1.8,7.3,39.3,17.4,2.8,0,0.8,25.3,2.3,0.477,0.773,0.459,29.9,6.6,0.423
Sr,6-9,Wyatt Fricks,Marshall,SB,12,F,67.2,2.8,2.7,4.2,3,1.2,120.6,104.1,20.4,60.2,62,4.2,14.1,13.1,13.7,1.3,4.6,1.7,21.2,4.7,0.796,0.76,0.657,43.2,8.9,0.353
Jr,6-10,Armani Mighty,Mercer,SC,10,C,81.2,2.8,3.2,2.7,1.9,0.8,116.5,104.6,19,68.4,65.8,9.5,21.1,5.5,18.3,0.6,5.8,1.6,60.8,2.8,0.803,0.542,0.684,0,0,0
Sr,6-10,Parsa Fallah,Oklahoma St.,B12,10,F,50.9,2.8,2.8,6.9,4.3,2.6,121.6,96.5,22.1,67.3,69,9.2,17.5,7,18.6,0.5,2.6,2.8,56,4.1,0.708,0.714,0.681,4,0.7,0.333
So,6-3,Justin Pippen,California,ACC,9,G,62.4,2.8,4.1,5.9,3,2.9,109.4,93.8,26.2,49.4,57,2.3,13.4,25,20,1.7,3.5,2.7,63.2,2.8,0.515,0.782,0.5,49.4,9,0.326
Jr,6-7,TJ Johnson,VMI,SC,9,F,83.1,2.8,1.8,0.7,3.7,-3,106.6,117.4,28.5,44.4,51.8,6.4,18.3,11.7,12.4,1,0.4,2.5,39.8,2.3,0.722,0.868,0.59,70.7,18.4,0.255
Sr,6-5,Christian May,UNC Wilmington,CAA,11,F,76.8,2.8,2.8,3.8,3.7,0.1,121.9,107,18.1,55.8,57.5,6,14.4,12.8,14.8,1.2,2.2,0.9,18.3,2.6,0.68,0.737,0.514,64.4,12,0.388
Sr,6-11,Baba Miller,Cincinnati,B12,9,C,59.2,2.8,5.2,10,4.2,5.8,114.9,80.9,21.6,64.6,63.9,8.7,31.4,15.9,17.2,1.1,6.3,2.1,64.6,2.5,0.854,0.588,0.738,17.7,2.9,0.143
So,6-5,Ishan Sharma,Saint Louis,A10,11,G,52.7,2.8,2.7,5.6,4.8,0.8,136.5,96.1,15.8,56.9,61,4.8,11.8,9.5,7.3,3,0,1.4,29.2,1.6,0.571,0.857,0.5,86.1,14.3,0.387
Sr,6-2,Preston Ruedinger,Green Bay,Horz,11,G,87.3,2.8,2.1,1.5,2.4,-0.9,118.7,115.6,16.7,50.6,53.8,2.9,11.4,31.8,11.2,4.6,0.6,1.6,20.2,2.9,0.429,0.833,0.385,56.2,7.8,0.4
Jr,6-8,Alton Hamilton IV,Eastern Washington,BSky,11,C,61.4,2.8,1.2,1,3.4,-2.4,116.4,118.6,24,59.6,63.1,9,19.9,14.6,18.7,1,0.8,1,48.3,3.6,0.593,0.744,0.569,19.1,3.5,0.471
Sr,6-9,Niko Rocak,UC Davis,BW,9,C,62.4,2.8,2.6,5.3,2.2,3.1,122,102.9,18.8,63,68.8,5.5,20.6,14.2,18.8,1,8,1.5,74,5.3,0.714,0.811,0.7,40,5,0.35
Sr,6-3,Brent Bland,Saint Peter's,MAAC,9,G,85.2,2.8,3,4.3,3.5,0.7,115.7,107.8,20.4,52.8,56.6,3.4,13.1,8.5,10.5,1,1.3,4.9,26.6,2.7,0.522,0.828,0.438,70.6,15,0.377
Jr,6-4,Tom Beattie,UC San Diego,BW,11,G,78.3,2.8,3.2,3.2,2.8,0.4,117,103,20.8,56.7,56,5.3,14.5,20.5,12.1,2.5,0,1.8,31.7,2,0.667,0.485,0.576,36.5,6.3,0.368
Sr,6-7,Elijah Mahi,Santa Clara,WCC,12,G,79.2,2.8,2.9,3.7,3.8,-0.1,110.2,106,22.4,51.7,53.2,6.6,11.6,14.8,16.8,1.3,1.3,2,27.1,2,0.604,0.615,0.494,39.6,8.6,0.368
Sr,6-5,Chandler Jackson,Arkansas St.,SB,12,G,66.9,2.8,1.8,1.7,2.6,-0.9,117,113.5,21.8,52.9,60.5,4.8,9.8,27.4,20.9,2,0,1.7,70.9,3.2,0.656,0.787,0.585,24.4,3.5,0.238
Sr,6-7,Rashaun Agee,Texas A&M,SEC,11,F,53.9,2.8,2.8,8,5.3,2.6,126,95.4,22.8,50.6,57.7,11.6,29.5,15.2,9.7,2.1,3,2.9,65.5,3.5,0.636,0.764,0.574,27.4,5.1,0.217
Jr,6-3,Jace Whiting,Weber St.,BSky,11,G,81.9,2.8,2.3,1.4,1.8,-0.4,119.2,113,16.7,55.4,57.4,0.3,10.3,15.8,11,3,0.3,2,18.8,2.4,0.667,0.762,0.528,35.7,6.1,0.4
Jr,6-0,Jordan Frison,Chattanooga,SC,9,G,75,2.8,1.5,1.3,2.2,-0.9,113.2,118.2,24.7,51.9,59.1,0.9,13.6,32.9,16.2,2.7,0.4,2.2,58.8,2.8,0.6,0.809,0.574,32.5,5.8,0.269
Sr,6-2,Julian Mackey,FIU,CUSA,8,G,59.4,2.8,1.9,6.1,6.1,0,118.1,109.3,24.4,63,64.8,1.1,8.3,14.3,15.2,1.7,1.1,3.4,46.8,2.1,0.667,0.694,0.575,48.1,10.6,0.459
Sr,6-3,Kasen Jennings,Appalachian St.,SB,12,G,80.9,2.8,2.6,2.3,2.6,-0.3,110.5,110,25.5,50.7,55,2.4,9.9,18.3,11.7,1.6,0.3,2.1,33.3,2.7,0.571,0.78,0.43,38,9,0.421
Sr,6-9,Ben Humrichous,Illinois,B10,11,C,55,2.8,2.9,7.3,3.9,3.3,137,95.2,12.1,50.9,55,5.8,15.8,6.2,1.9,10,4.7,1.2,28.6,2.5,0.6,0.813,0.545,80.4,10.6,0.333
Sr,6-10,Cameron Corhen,Pittsburgh,ACC,13,C,83.8,2.8,3.7,1.7,1.3,0.5,110.2,101.4,22.3,55.8,58.6,11.1,19.5,10.9,21.2,0.7,2.7,1.5,48.3,3.9,0.583,0.672,0.558,13.3,2.2,0.375
Jr,6-8,Dani Pounds,Tennessee Tech,OVC,10,C,48.5,2.7,1.5,3.4,2.6,0.8,119.3,110.3,28.4,55.9,64.7,7.8,16.5,9.4,15,0.6,5.1,2.3,65.8,7.8,0.69,0.88,0.522,11.8,2.6,0.556
Jr,6-0,Trevor Mullin,Yale,Ivy,10,G,67.1,2.7,1.9,1.2,2.5,-1.4,122.4,112.7,19.9,52.8,59.5,2.5,8.3,18.3,15.8,2.6,0,2,50,2.7,0.583,0.833,0.452,56.9,9.2,0.39
Fr,6-7,Jalen Haralson,Notre Dame,ACC,11,G,56.4,2.7,2.7,2.5,2,0.5,105.2,100.8,32.2,49.2,52.7,5.4,9.7,23,16.3,1.2,1.9,1.5,47.5,3.8,0.625,0.649,0.527,6.7,1.8,0
So,6-5,Tyler Johnson,Virginia Tech,ACC,13,G,74.7,2.7,3.5,4.5,1.9,2.6,128,99.1,13.7,62,63.5,5.2,14.3,10.2,12.6,2.1,2.6,2.7,34.9,4.2,0.675,0.69,0.617,43.4,5.2,0.417
Sr,6-2,Tre Holloman,N.C. State,ACC,13,G,64.2,2.7,2.7,4.2,3.5,0.7,118.5,102.7,19.6,60,64.1,0.7,6.9,16,18.6,1.5,0.8,1.7,34,3.2,0.636,0.853,0.5,58,9.6,0.448
Sr,6-11,Brody Rowbury,Idaho,BSky,8,C,64.5,2.7,1.8,0.3,1,-0.6,127.5,112.2,16.9,60.7,67,7.5,17.4,8.7,15.3,1.4,1.1,0.6,73.8,5,0.636,0.806,0.6,16.7,2,0.429
Jr,6-4,Yaniel Rivera,Abilene Christian,WAC,7,G,49.1,2.7,1.7,7.7,6.5,1.2,122.6,113.4,19.4,59.4,64.5,1.3,7.6,23.8,19.1,1.6,1.5,3.7,26.4,1.1,0.333,1,0.429,73.6,13.1,0.436
Sr,6-2,Deyton Albury,New Mexico,MWC,10,G,54.3,2.7,3.2,5.4,2.2,3.2,111.7,94.3,28.1,51.9,61,3,16.3,25.7,20.8,1.4,1.2,3.3,79.5,4.2,0.615,0.806,0.579,26.9,4.9,0.238
Sr,6-5,Jamir Simpson,UTSA,Amer,9,G,84.4,2.7,2.5,4.4,5.1,-0.7,107.4,111.4,26,51.1,54.6,2.8,11.9,11.5,12.8,1,0,2.4,39.4,1.7,0.4,0.692,0.448,49.2,12,0.385
Sr,6-10,Lee Dort,California,ACC,11,C,61.1,2.7,3.3,4.6,1.7,2.9,131.9,93.4,16.5,68.4,69.7,9.4,23.1,11.4,15.5,1.4,4.8,0.9,54.4,5.4,0.739,0.71,0.684,0,0,0
So,6-7,Caleb Williams,Georgetown,BE,12,F,74.5,2.7,2.5,1.7,2.5,-0.8,123.3,108.5,16.2,56.6,59.9,5.7,16.1,11.2,9.8,2.1,1.6,0.8,27.3,3.1,0.719,0.815,0.582,44.4,7,0.364
So,6-1,John Mobley Jr.,Ohio St.,B10,11,G,69.3,2.7,2.8,1.4,2.6,-1.2,113,104,23.5,50,55.6,1.7,7.6,16.1,13.3,1.7,0,1.1,38.3,1.8,0.5,0.818,0.444,60.9,12.9,0.357
Sr,6-7,Cam'Ron Fletcher,High Point,BSth,10,F,64.5,2.7,3,2.6,3.5,-1,115,102.6,24.2,55,58.3,7.7,27.1,6.7,12.9,0.7,2.6,2.9,25.8,2.8,0.691,0.806,0.63,32.5,7.6,0.256
So,6-8,Petar Majstorovic,Long Beach St.,BW,11,F,81.8,2.7,2.3,1.9,2.3,-0.4,111.7,112.2,21.8,57.6,59.4,6.8,18.3,11.2,17.7,0.8,1,2.9,27.7,3.7,0.811,0.697,0.648,40.3,7.7,0.313
Sr,6-6,Freddy Hicks,Tarleton St.,WAC,7,G,63.4,2.7,2.9,0.1,0.7,-0.5,108.7,107.3,22,43.5,56.4,7.7,9.7,14,19.7,1.5,2.9,1.7,111.1,5.4,0.375,0.767,0.422,16.7,2.2,0.333
Sr,6-6,Josh Dix,Creighton,BE,12,G,77.8,2.7,3.3,3.5,2.7,0.8,115.4,102.6,18.3,51.7,54.6,1.9,9,15.9,11.1,2.5,1,1.2,15.7,1,0.75,0.895,0.509,54.5,10.3,0.348
Fr,6-9,Tomislav Buljan,New Mexico,MWC,10,C,55.5,2.7,3.4,3.8,3,0.8,117.6,92.7,22.9,55.6,59,15.7,26.2,10.3,15,0.9,2.9,1.8,59.7,3.8,0.618,0.674,0.578,11.1,1.8,0.25
Sr,6-8,Aidan Hadaway,Ohio,MAC,11,F,80.3,2.7,2.6,1.6,2.6,-1,110.5,109.5,20.5,51.6,53.5,6.9,20.8,9.7,11.6,1.4,1.2,1,18.9,2.8,0.733,0.708,0.606,44.1,8.9,0.268
Sr,6-3,Dallin Hall,Virginia,ACC,11,G,62.9,2.7,2.3,3.4,3.3,0,130.5,107,15.6,56.5,61,5.4,6,23.9,20.3,2.9,0.8,1.5,38.9,3.5,0.524,0.81,0.458,55.6,6.3,0.433
Sr,6-0,D.J. Smith,Campbell,CAA,9,G,86.4,2.7,2.4,1.5,2.6,-1.1,103.7,112.9,25.6,45.8,52.6,2.7,9.3,11.8,16.2,1,0.3,2.3,42.4,2.6,0.514,0.821,0.411,57.6,13.1,0.329
So,6-5,TJ Nadeau,Detroit Mercy,Horz,10,G,58.6,2.7,1.2,4.5,5.4,-0.8,125.8,117.7,20.2,61.6,64.5,3,12.6,8.1,12,1,1.1,1.7,26.7,4.1,0.429,0.826,0.526,55.8,11.6,0.458
Sr,6-8,Tobe Awaka,Arizona,B12,11,C,49.8,2.7,3.6,6.4,4.4,2,120,81.1,24,56.6,58.7,24.7,33,11.1,17.9,0.9,2.9,1,55.9,5.3,0.6,0.632,0.561,2.9,0.5,0.5
So,6-4,Zoom Diallo,Washington,B10,11,G,60.9,2.7,2.9,4.4,2.3,2.1,115.6,98.2,25.7,50.5,57.9,3.6,12.7,21.1,17.7,1.4,0,2.5,45.7,5,0.537,0.875,0.5,16.2,3.5,0.353
Sr,6-3,Christian Henry,Fordham,A10,9,G,75.8,2.7,2.9,3,2.8,0.2,110.5,105.3,28.9,53.3,53.8,2.1,12.8,37.4,17.2,2.5,0.4,2,34.6,2.5,0.656,0.541,0.541,43,10.4,0.348
Jr,6-1,Dra Gibbs-Lawhorn,UNLV,MWC,11,G,79,2.7,2.7,2.7,2.9,-0.2,109.1,108.6,23.8,52.7,57.1,0.9,11.1,17.6,16.7,1.2,2.2,2.8,28.1,3.8,0.63,0.854,0.571,47.3,10.6,0.319
So,6-3,Kahmare Holmes,Wofford,SC,11,G,76.9,2.7,3,5.4,3.4,2,110.9,104.7,26.8,53.6,57.4,3.4,18.7,16.4,14.1,1,1.5,4.3,50.4,3,0.591,0.696,0.565,38,8.9,0.327
So,5-11,Amir Lindsey,Albany,AE,10,G,91.2,2.7,1.7,0.4,2.4,-2.1,106.5,119.3,23.4,47.7,51.5,2.4,7.9,24.9,13.4,2.5,0,2.4,38,2.4,0.359,0.694,0.429,40.3,8.1,0.365
Sr,6-4,Michael Eley,Hampton,CAA,11,G,51,2.7,1.3,4.7,5.7,-1,125.4,113.8,23.5,53.2,59,4.5,13.5,9.9,6.7,1.4,1.6,1.9,33.7,3.6,0.8,0.906,0.574,43.2,10.8,0.317
Jr,6-7,Sam Lewis,Virginia,ACC,11,G,58.7,2.7,2.5,4.9,4.3,0.5,130,102.2,16.9,59.3,60.9,5.7,12.4,11.1,12,1.9,0.4,2.3,29.3,2.5,0.762,0.682,0.579,49.3,8.4,0.405
Sr,6-8,Caleb Van De Griend,Idaho St.,BSky,9,C,48.5,2.7,2.2,3.6,4.5,-0.9,116,99.8,30.3,59.5,62.7,14.9,26,6.1,17.3,0.5,3.2,1.7,45.9,3.9,0.635,0.735,0.613,16.2,4.2,0.333
Sr,6-2,Justin Wright,UNC Asheville,BSth,10,G,82.9,2.7,2.5,0.6,1.6,-1,104.2,110.7,28.3,60.9,63.7,0.8,8.5,17.6,25.6,0.8,0,2.6,29.7,2.5,0.593,0.789,0.565,33.6,7.4,0.465
Fr,6-8,Andrew Alekseyenko,Colgate,Pat,10,F,71.3,2.7,2.2,0,1.7,-1.7,105.8,111,27.4,52.2,56.6,5.1,12.8,11.6,15.7,0.8,0.4,1.8,32.2,3.8,0.491,0.811,0.512,28.7,6.8,0.364
Sr,6-6,Justin Neely,UNC Greensboro,SC,11,F,80.5,2.7,2.6,1.9,2.2,-0.3,111,109.3,23.6,51,57.5,9.9,28.4,18.6,17.5,1.3,0.6,1.9,68.7,3.2,0.615,0.735,0.529,12.1,1.9,0.25
Jr,6-1,Brandon Rechsteiner,Colorado St.,MWC,11,G,68.2,2.7,1.6,0.4,3.4,-3,120.4,116.2,20.7,60.5,61.9,1.5,4.3,19.6,16.9,2,0,1,7,2.4,0.667,1,0.538,74,15.3,0.419
Sr,6-4,Jemel Jones,New Mexico St.,CUSA,7,G,70.3,2.7,3.1,5,3.4,1.6,108.5,100.7,26.6,41.2,46.8,7.3,14.4,15.3,6.8,1.8,1.4,3.9,34.1,3.3,0.429,0.774,0.443,33,9.1,0.233
So,6-8,Carson Schwieger,Queens,ASun,11,F,51.1,2.7,0.7,1.6,5,-3.4,138,122.4,15.6,63.8,63.4,4.6,13.9,8.4,3.2,3.7,0,1,7.9,4.2,0.8,0.5,0.556,88.2,16.7,0.433
Jr,6-8,Jasen Green,Creighton,BE,11,F,62.1,2.7,3.1,4.9,2.8,2.1,119,100,17.4,59.4,61.6,7.4,12.3,17.1,19.1,1.7,2.1,1.2,34.8,1.9,0.686,0.708,0.604,30.4,4.1,0.381
Sr,6-8,Chisom Okpara,Stanford,ACC,12,F,73.3,2.7,2.9,1.7,2.1,-0.4,106.3,104.1,27,49.2,55.6,7.1,10.5,16.2,20.6,0.8,0.6,2.1,64.5,2.6,0.5,0.725,0.478,27.4,5.4,0.353
Jr,6-6,Tyler Hendricks,Utah Valley,WAC,10,G,80.1,2.7,3.5,4,3.4,0.6,119.6,101.2,15.7,60.1,60.9,4,11.6,11.7,15.7,1.6,2.7,2,14.6,2.4,0.458,0.692,0.444,59.6,9.4,0.472
So,5-11,Layne Taylor,Murray St.,MVC,12,G,63.3,2.7,2.1,2.5,2.7,-0.3,128.5,108.8,17.2,51.1,54.1,4.2,7.8,26,12.5,4.2,0,1.8,21.8,2.6,0.563,0.789,0.5,70.1,10.9,0.344
So,6-4,Eric Mahaffey,Akron,MAC,11,G,58.2,2.7,2.1,3,3.5,-0.5,130.5,106.8,16.9,62.7,63.1,10.2,19.3,11.7,13.9,2,1.3,1.5,19.7,3.3,0.638,0.643,0.596,26.8,4.1,0.474
So,6-7,Asa Thomas,Furman,SC,9,G,68.6,2.7,2.1,2,3.2,-1.1,122.5,110.4,18.4,57.7,59.2,1,12.2,12.8,8.9,2.8,1.4,0.7,20.2,2.3,0.333,0.706,0.385,84.5,16.7,0.408
Sr,6-10,Grant Asman,Lipscomb,ASun,10,C,67.1,2.6,3,6.4,4.4,2,117.6,101.1,20.3,63.2,65.3,4.4,21.9,14,15.8,1.4,4.8,1.6,22.1,3.6,0.793,0.81,0.649,61.1,11.6,0.414
Jr,6-4,Silas Demary Jr.,Connecticut,BE,12,G,63.3,2.6,4.2,7,1.8,5.2,110.9,84.9,23.5,47,52.2,4.1,16.3,36.2,20.8,2.7,1.1,3.9,39.3,4.1,0.61,0.758,0.507,17.9,2.9,0.2
Sr,5-10,Ahmad Robinson,UAB,Amer,11,G,74.8,2.6,2.9,3.4,2.1,1.3,116.4,105,21.2,50.8,53.5,1.6,9.3,23.7,12.8,3,0.3,3.1,22.6,3.3,0.515,0.75,0.508,47.6,10,0.339
Sr,6-3,Elijah Jamison,Norfolk St.,MEAC,10,G,79,2.6,2.6,3.4,3.8,-0.4,104.7,109.2,28,50,54.1,1.6,11,20.5,15.6,1.6,0.4,1.1,36.5,1.8,0.479,0.74,0.438,23.4,5.8,0.469
Fr,6-9,Roman Domon,Murray St.,MVC,12,F,51.9,2.6,2.2,6.3,5.5,0.8,123.4,102.3,24.5,61.5,67.8,7.9,19.5,12.5,20.5,0.8,0.3,2.4,78.2,2.6,0.677,0.803,0.659,47.4,8.1,0.378
Jr,6-10,Tasman Goodrick,Siena,MAAC,9,C,43.8,2.6,2.8,5.5,3.6,1.9,127.9,97.8,19.9,64.5,64.3,16.4,22.3,12.7,13.1,1.3,4.3,2,19.4,4,0.667,0.583,0.656,1.6,0.3,0
Sr,6-8,Carson Towt,Notre Dame,ACC,12,C,65.3,2.6,3.5,4.7,2.5,2.2,125.4,94.4,15.6,62.5,60.2,15.6,29.8,13.4,17,1.7,2,1.3,39.3,4.4,0.676,0.455,0.625,0,0,0
Fr,6-6,Shelton Henderson,Miami FL,ACC,12,G,65.2,2.6,3.3,5,2.9,2.1,117.3,96.4,22.6,61.5,61.5,7.2,9.7,15.3,17,1.4,1.5,2.5,60,3.3,0.703,0.583,0.64,11,1.9,0.273
Jr,6-4,Trey Autry,George Washington,A10,11,G,57.5,2.6,2.3,4.5,3.6,0.8,129,106.2,15.1,62.9,65.7,3.8,11.5,12,15.7,1.7,0.9,2,30,4.1,0.619,0.81,0.636,68.6,9.4,0.417
Sr,6-5,Greg Gordon,LIU,NEC,12,G,82,2.6,2.5,1.7,2,-0.2,113.5,111.1,21.6,54.4,54.5,7.3,9.3,16.8,13,1.7,1.7,3.4,32.1,2.1,0.622,0.523,0.545,10.2,2,0.357
Jr,6-5,Leon Bond III,Northern Iowa,MVC,10,F,82,2.6,4.8,5.2,3,2.2,115.2,90.8,20.6,60.4,61.4,3.5,16.9,13,10.7,1.4,4.1,1.1,25.5,2.5,0.595,0.667,0.523,38.7,7.5,0.488
Jr,6-11,Rueben Chinyelu,Florida,SEC,12,C,59.6,2.6,3.9,6.6,3.6,3,120.2,85.8,19.1,62.7,62.6,17.3,29.6,3.2,17.9,0.3,3.4,1.9,44.6,5.6,0.702,0.595,0.634,1.2,0.2,0
Fr,6-3,Killyan Toure,Iowa St.,B12,11,G,66.4,2.6,4.1,6.1,2.1,4,116.7,87.9,20.1,61.3,63.9,4.7,9.8,13.3,22,1.1,0.8,4.5,34.5,3.7,0.702,0.759,0.633,28.6,4.6,0.375
Sr,6-10,Malique Ewin,Arkansas,SEC,12,C,40.5,2.6,1.9,6.4,5,1.3,130.9,98.7,21.9,65.8,68,16.7,12.2,7.2,14.1,0.7,4.9,1.7,66.7,4.7,0.811,0.711,0.643,1.8,0.3,1
Sr,6-4,Milos Uzan,Houston,B12,12,G,82,2.6,4.4,3.6,1.9,1.7,111.9,94.2,20.4,43.7,46.8,1.7,8.4,25.4,12.7,3.5,0.3,1.7,17.9,2,0.545,0.792,0.476,53,10.8,0.268
So,6-4,Bishop Boswell,Tennessee,SEC,8,G,42.4,2.6,3.9,10.2,3.1,7.1,131.1,84.9,11.4,72.2,70.8,5.1,13.1,15.2,21.7,2.3,1.3,4.7,48.1,4.5,0.778,0.615,0.692,51.9,4.3,0.5
Sr,6-3,B.J. Edwards,SMU,ACC,11,G,85.5,2.6,4.3,4.1,1.3,2.8,111.5,96.4,19.5,47.9,51,3.5,12.5,24,15.2,2.8,0.6,3.8,28.6,2.7,0.63,0.706,0.527,37.8,6.3,0.267
Jr,6-11,Riley Allenspach,George Mason,A10,10,F,59.3,2.6,3.1,5.7,4.6,1.2,121.8,95.3,23.1,59.3,61,8.4,23.1,8.5,10.7,0.8,0.5,1.3,44.2,2,0.717,0.658,0.639,29.1,6.2,0.32
Sr,7-0,Isaac Johnson,Hawaii,BW,10,C,55,2.6,3.6,8.5,4.7,3.8,119.9,85.9,25.8,54.3,62.7,11.6,24.6,9.9,16.4,0.6,5.5,1.8,56.8,4,0.659,0.891,0.571,30.9,6.2,0.32
Sr,6-1,Kintavious Dozier,Alabama A&M,SWAC,9,G,77.9,2.6,2.7,4.4,3.1,1.2,105.4,108.3,25.3,48.1,54.4,2.7,12.2,14.2,13.3,1.1,0.4,3.8,40,2,0.433,0.833,0.468,24.8,5.5,0.346
